Link Name,beam1,beam2,beam3
frame138_beam_index_RSF2_Car5,87,124,46
frame138_beam_index_RSF2_Car6,28,93,121
frame139_beam_index_RSF2_Car5,52,15,45
frame139_beam_index_RSF2_Car6,58,67,73
frame140_beam_index_RSF2_Car5,72,111,119
frame140_beam_index_RSF2_Car6,97,98,73
frame141_beam_index_RSF2_Car5,117,81,41
frame141_beam_index_RSF2_Car6,65,40,5
frame142_beam_index_RSF2_Car5,94,75,28
frame142_beam_index_RSF2_Car6,38,81,114
frame145_beam_index_RSF2_Car5,87,18,37
frame145_beam_index_RSF2_Car6,27,25,69
frame146_beam_index_RSF2_Car5,124,83,27
frame146_beam_index_RSF2_Car6,77,54,7
frame152_beam_index_RSF2_Car5,90,78,27
frame152_beam_index_RSF2_Car6,122,59,72
frame154_beam_index_RSF2_Car5,31,99,91
frame154_beam_index_RSF2_Car6,68,106,4
frame156_beam_index_RSF2_Car5,18,63,87
frame156_beam_index_RSF2_Car6,96,76,52
frame162_beam_index_RSF2_Car5,84,111,63
frame162_beam_index_RSF2_Car6,45,12,8
frame165_beam_index_RSF2_Car5,118,22,91
frame165_beam_index_RSF2_Car6,41,116,41
frame166_beam_index_RSF2_Car5,81,123,57
frame166_beam_index_RSF2_Car6,32,127,97
frame167_beam_index_RSF2_Car5,95,55,6
frame167_beam_index_RSF2_Car6,39,9,106
frame168_beam_index_RSF2_Car5,32,36,16
frame168_beam_index_RSF2_Car6,12,41,67
frame169_beam_index_RSF2_Car5,58,91,91
frame169_beam_index_RSF2_Car6,9,125,17
frame174_beam_index_RSF2_Car5,110,5,127
frame174_beam_index_RSF2_Car6,26,85,1
frame176_beam_index_RSF2_Car5,1,35,9
frame176_beam_index_RSF2_Car6,87,38,105
frame177_beam_index_RSF2_Car5,4,52,19
frame177_beam_index_RSF2_Car6,101,5,92
frame183_beam_index_RSF2_Car5,110,106,119
frame183_beam_index_RSF2_Car6,48,87,63
frame186_beam_index_RSF2_Car5,38,52,87
frame186_beam_index_RSF2_Car6,46,82,93
frame188_beam_index_RSF2_Car5,92,9,103
frame188_beam_index_RSF2_Car6,50,74,66
frame190_beam_index_RSF2_Car5,77,38,27
frame190_beam_index_RSF2_Car6,119,105,127
frame191_beam_index_RSF2_Car5,20,104,62
frame191_beam_index_RSF2_Car6,74,16,79
frame195_beam_index_RSF2_Car5,13,114,102
frame195_beam_index_RSF2_Car6,20,24,105
frame198_beam_index_RSF2_Car5,50,7,87
frame198_beam_index_RSF2_Car6,88,29,5
frame200_beam_index_RSF2_Car5,107,109,35
frame200_beam_index_RSF2_Car6,65,100,115
frame202_beam_index_RSF2_Car5,82,70,87
frame202_beam_index_RSF2_Car6,74,7,44
frame203_beam_index_RSF2_Car5,72,13,94
frame203_beam_index_RSF2_Car6,82,78,75
frame206_beam_index_RSF2_Car5,124,106,125
frame206_beam_index_RSF2_Car6,38,13,54
frame207_beam_index_RSF2_Car5,106,44,97
frame207_beam_index_RSF2_Car6,114,13,25
frame213_beam_index_RSF2_Car5,24,124,29
frame213_beam_index_RSF2_Car6,100,70,18
frame214_beam_index_RSF2_Car5,92,5,18
frame214_beam_index_RSF2_Car6,63,125,37
frame216_beam_index_RSF2_Car5,71,55,73
frame216_beam_index_RSF2_Car6,99,12,52
frame217_beam_index_RSF2_Car5,57,46,104
frame217_beam_index_RSF2_Car6,44,103,24
frame221_beam_index_RSF2_Car5,9,12,100
frame221_beam_index_RSF2_Car6,101,9,103
frame225_beam_index_RSF2_Car5,110,116,22
frame225_beam_index_RSF2_Car6,123,17,33
frame226_beam_index_RSF2_Car5,121,47,88
frame226_beam_index_RSF2_Car6,15,93,96
frame227_beam_index_RSF2_Car5,33,93,15
frame227_beam_index_RSF2_Car6,27,98,61
frame229_beam_index_RSF2_Car5,68,113,112
frame229_beam_index_RSF2_Car6,82,85,48
frame230_beam_index_RSF2_Car5,8,6,63
frame230_beam_index_RSF2_Car6,118,84,2
frame232_beam_index_RSF2_Car5,115,109,22
frame232_beam_index_RSF2_Car6,118,21,6
frame234_beam_index_RSF2_Car5,123,96,70
frame234_beam_index_RSF2_Car6,13,1,22
frame237_beam_index_RSF2_Car5,117,24,64
frame237_beam_index_RSF2_Car6,41,94,22
frame239_beam_index_RSF2_Car5,61,108,12
frame239_beam_index_RSF2_Car6,90,4,83
frame240_beam_index_RSF2_Car5,80,122,12
frame240_beam_index_RSF2_Car6,33,119,21
frame245_beam_index_RSF2_Car5,100,73,103
frame245_beam_index_RSF2_Car6,106,109,72
frame248_beam_index_RSF2_Car5,84,74,96
frame248_beam_index_RSF2_Car6,92,74,72
frame249_beam_index_RSF2_Car5,52,47,97
frame249_beam_index_RSF2_Car6,59,47,56
frame250_beam_index_RSF2_Car5,113,13,44
frame250_beam_index_RSF2_Car6,35,119,115
frame252_beam_index_RSF2_Car5,29,56,5
frame252_beam_index_RSF2_Car6,67,53,101
frame254_beam_index_RSF2_Car5,120,60,105
frame254_beam_index_RSF2_Car6,6,48,106
frame255_beam_index_RSF2_Car5,80,35,18
frame255_beam_index_RSF2_Car6,11,51,121
frame256_beam_index_RSF2_Car5,23,47,75
frame256_beam_index_RSF2_Car6,59,57,93
frame260_beam_index_RSF2_Car5,127,118,56
frame260_beam_index_RSF2_Car6,106,27,73
frame261_beam_index_RSF2_Car5,35,55,9
frame261_beam_index_RSF2_Car6,18,44,119
frame262_beam_index_RSF2_Car5,21,56,48
frame262_beam_index_RSF2_Car6,100,1,27
frame263_beam_index_RSF2_Car5,45,63,58
frame263_beam_index_RSF2_Car6,40,63,38
frame264_beam_index_RSF2_Car5,29,40,19
frame264_beam_index_RSF2_Car6,88,56,44
frame269_beam_index_RSF2_Car5,65,100,87
frame269_beam_index_RSF2_Car6,13,30,123
frame271_beam_index_RSF2_Car5,49,115,115
frame271_beam_index_RSF2_Car6,118,101,124
frame275_beam_index_RSF2_Car5,75,63,71
frame275_beam_index_RSF2_Car6,35,11,49
frame277_beam_index_RSF2_Car5,107,111,115
frame277_beam_index_RSF2_Car6,40,112,21
frame278_beam_index_RSF2_Car5,47,3,30
frame278_beam_index_RSF2_Car6,88,102,127
frame280_beam_index_RSF2_Car5,67,62,37
frame280_beam_index_RSF2_Car6,97,22,31
frame281_beam_index_RSF2_Car5,46,76,45
frame281_beam_index_RSF2_Car6,14,121,12
frame284_beam_index_RSF2_Car5,119,63,91
frame284_beam_index_RSF2_Car6,77,88,38
frame285_beam_index_RSF2_Car5,123,117,47
frame285_beam_index_RSF2_Car6,124,54,55
frame288_beam_index_RSF2_Car5,48,73,72
frame288_beam_index_RSF2_Car6,101,15,71
frame292_beam_index_RSF2_Car5,88,113,16
frame292_beam_index_RSF2_Car6,88,43,7
frame293_beam_index_RSF2_Car5,43,124,28
frame293_beam_index_RSF2_Car6,66,98,60
frame296_beam_index_RSF2_Car5,102,3,1
frame296_beam_index_RSF2_Car6,31,56,87
frame297_beam_index_RSF2_Car5,84,80,46
frame297_beam_index_RSF2_Car6,32,81,18
frame298_beam_index_RSF2_Car5,121,68,35
frame298_beam_index_RSF2_Car6,104,100,23
frame300_beam_index_RSF2_Car5,79,13,78
frame300_beam_index_RSF2_Car6,126,14,37
frame304_beam_index_RSF2_Car5,5,123,22
frame304_beam_index_RSF2_Car6,28,109,4
frame305_beam_index_RSF2_Car5,50,102,29
frame305_beam_index_RSF2_Car6,37,35,20
frame306_beam_index_RSF2_Car5,35,99,84
frame306_beam_index_RSF2_Car6,2,116,58
frame307_beam_index_RSF2_Car5,123,18,94
frame307_beam_index_RSF2_Car6,106,56,122
frame309_beam_index_RSF2_Car5,64,117,93
frame309_beam_index_RSF2_Car6,103,123,52
frame310_beam_index_RSF2_Car5,122,22,93
frame310_beam_index_RSF2_Car6,60,110,10
frame313_beam_index_RSF2_Car5,84,127,80
frame313_beam_index_RSF2_Car6,6,81,6
frame314_beam_index_RSF2_Car5,86,82,96
frame314_beam_index_RSF2_Car6,28,42,74
frame316_beam_index_RSF2_Car5,41,63,22
frame316_beam_index_RSF2_Car6,92,79,107
frame317_beam_index_RSF2_Car5,29,71,114
frame317_beam_index_RSF2_Car6,34,96,2
frame319_beam_index_RSF2_Car5,26,109,75
frame319_beam_index_RSF2_Car6,89,19,125
frame322_beam_index_RSF2_Car5,20,33,81
frame322_beam_index_RSF2_Car6,116,94,82
frame323_beam_index_RSF2_Car5,96,104,109
frame323_beam_index_RSF2_Car6,4,32,19
frame324_beam_index_RSF2_Car5,3,102,92
frame324_beam_index_RSF2_Car6,61,38,118
frame330_beam_index_RSF2_Car5,6,56,40
frame330_beam_index_RSF2_Car6,121,81,106
frame334_beam_index_RSF2_Car5,120,69,83
frame334_beam_index_RSF2_Car6,107,42,99
frame342_beam_index_RSF2_Car5,86,88,74
frame342_beam_index_RSF2_Car6,2,28,105
frame343_beam_index_RSF2_Car5,101,117,17
frame343_beam_index_RSF2_Car6,70,125,107
frame345_beam_index_RSF2_Car5,123,69,39
frame345_beam_index_RSF2_Car6,7,32,4
frame349_beam_index_RSF2_Car5,21,106,126
frame349_beam_index_RSF2_Car6,32,120,82
frame351_beam_index_RSF2_Car5,97,14,70
frame351_beam_index_RSF2_Car6,75,46,20
frame357_beam_index_RSF2_Car5,93,58,99
frame357_beam_index_RSF2_Car6,80,48,7
frame363_beam_index_RSF2_Car5,40,59,124
frame363_beam_index_RSF2_Car6,36,44,108
frame364_beam_index_RSF2_Car5,31,42,44
frame364_beam_index_RSF2_Car6,43,43,47
frame365_beam_index_RSF2_Car5,6,93,91
frame365_beam_index_RSF2_Car6,107,127,66
frame367_beam_index_RSF2_Car5,120,86,123
frame367_beam_index_RSF2_Car6,9,11,80
frame369_beam_index_RSF2_Car5,109,77,118
frame369_beam_index_RSF2_Car6,118,124,18
frame373_beam_index_RSF2_Car5,117,25,97
frame373_beam_index_RSF2_Car6,116,74,58
frame375_beam_index_RSF2_Car5,30,115,113
frame375_beam_index_RSF2_Car6,1,63,97
frame381_beam_index_RSF2_Car5,113,79,29
frame381_beam_index_RSF2_Car6,66,75,53
frame382_beam_index_RSF2_Car5,98,116,105
frame382_beam_index_RSF2_Car6,19,66,112
frame387_beam_index_RSF2_Car5,84,105,52
frame387_beam_index_RSF2_Car6,31,60,117
frame391_beam_index_RSF2_Car5,68,93,120
frame391_beam_index_RSF2_Car6,30,13,15
frame392_beam_index_RSF2_Car5,127,20,34
frame392_beam_index_RSF2_Car6,92,20,50
frame393_beam_index_RSF2_Car5,89,27,30
frame393_beam_index_RSF2_Car6,56,105,84
frame394_beam_index_RSF2_Car5,65,99,55
frame394_beam_index_RSF2_Car6,113,107,24
frame396_beam_index_RSF2_Car5,25,104,53
frame396_beam_index_RSF2_Car6,76,11,94
frame397_beam_index_RSF2_Car5,60,77,47
frame397_beam_index_RSF2_Car6,25,116,25
frame406_beam_index_RSF2_Car5,17,12,123
frame406_beam_index_RSF2_Car6,115,52,11
frame408_beam_index_RSF2_Car5,10,81,60
frame408_beam_index_RSF2_Car6,54,109,80
frame409_beam_index_RSF2_Car5,63,116,20
frame409_beam_index_RSF2_Car6,113,5,41
frame412_beam_index_RSF2_Car5,118,63,56
frame412_beam_index_RSF2_Car6,32,27,68
frame414_beam_index_RSF2_Car5,105,48,7
frame414_beam_index_RSF2_Car6,46,78,103
frame415_beam_index_RSF2_Car5,88,112,18
frame415_beam_index_RSF2_Car6,124,38,103
frame421_beam_index_RSF2_Car5,115,104,65
frame421_beam_index_RSF2_Car6,17,90,115
frame423_beam_index_RSF2_Car5,86,103,82
frame423_beam_index_RSF2_Car6,126,38,92
frame424_beam_index_RSF2_Car5,85,63,102
frame424_beam_index_RSF2_Car6,97,94,42
frame425_beam_index_RSF2_Car5,119,8,30
frame425_beam_index_RSF2_Car6,103,64,9
frame427_beam_index_RSF2_Car5,97,122,57
frame427_beam_index_RSF2_Car6,107,59,93
frame428_beam_index_RSF2_Car5,95,67,114
frame428_beam_index_RSF2_Car6,102,75,5
frame435_beam_index_RSF2_Car5,95,84,4
frame435_beam_index_RSF2_Car6,8,42,125
frame439_beam_index_RSF2_Car5,35,13,113
frame439_beam_index_RSF2_Car6,5,40,19
frame440_beam_index_RSF2_Car5,82,97,125
frame440_beam_index_RSF2_Car6,4,59,18
frame442_beam_index_RSF2_Car5,110,24,107
frame442_beam_index_RSF2_Car6,93,31,58
frame444_beam_index_RSF2_Car5,28,9,45
frame444_beam_index_RSF2_Car6,90,49,111
frame449_beam_index_RSF2_Car5,2,6,29
frame449_beam_index_RSF2_Car6,26,28,7
frame450_beam_index_RSF2_Car5,34,56,109
frame450_beam_index_RSF2_Car6,10,112,105
frame451_beam_index_RSF2_Car5,104,57,47
frame451_beam_index_RSF2_Car6,86,27,39
frame457_beam_index_RSF2_Car5,22,119,19
frame457_beam_index_RSF2_Car6,100,9,19
frame458_beam_index_RSF2_Car5,2,92,61
frame458_beam_index_RSF2_Car6,59,103,86
frame460_beam_index_RSF2_Car5,115,70,111
frame460_beam_index_RSF2_Car6,71,70,33
frame464_beam_index_RSF2_Car5,124,78,65
frame464_beam_index_RSF2_Car6,25,70,28
frame471_beam_index_RSF2_Car5,18,63,91
frame471_beam_index_RSF2_Car6,49,123,124
frame475_beam_index_RSF2_Car5,66,40,85
frame475_beam_index_RSF2_Car6,87,119,66
frame477_beam_index_RSF2_Car5,80,4,34
frame477_beam_index_RSF2_Car6,119,5,113
frame479_beam_index_RSF2_Car5,98,22,110
frame479_beam_index_RSF2_Car6,20,103,47
frame481_beam_index_RSF2_Car5,114,77,108
frame481_beam_index_RSF2_Car6,34,44,6
frame483_beam_index_RSF2_Car5,56,29,97
frame483_beam_index_RSF2_Car6,53,1,111
frame484_beam_index_RSF2_Car5,59,48,118
frame484_beam_index_RSF2_Car6,7,86,32
frame487_beam_index_RSF2_Car5,78,61,57
frame487_beam_index_RSF2_Car6,51,88,19
frame488_beam_index_RSF2_Car5,27,63,60
frame488_beam_index_RSF2_Car6,61,61,87
frame491_beam_index_RSF2_Car5,126,45,21
frame491_beam_index_RSF2_Car6,44,93,1
frame494_beam_index_RSF2_Car5,95,91,44
frame494_beam_index_RSF2_Car6,100,62,61
frame500_beam_index_RSF2_Car5,91,79,89
frame500_beam_index_RSF2_Car6,112,79,104
frame501_beam_index_RSF2_Car5,83,111,50
frame501_beam_index_RSF2_Car6,75,41,33
frame503_beam_index_RSF2_Car5,105,124,87
frame503_beam_index_RSF2_Car6,12,2,107
frame504_beam_index_RSF2_Car5,21,14,34
frame504_beam_index_RSF2_Car6,79,85,64
frame506_beam_index_RSF2_Car5,23,85,50
frame506_beam_index_RSF2_Car6,123,14,85
frame507_beam_index_RSF2_Car5,124,76,106
frame507_beam_index_RSF2_Car6,46,118,111
frame510_beam_index_RSF2_Car5,5,66,22
frame510_beam_index_RSF2_Car6,70,108,2
frame514_beam_index_RSF2_Car5,29,61,100
frame514_beam_index_RSF2_Car6,71,16,64
frame515_beam_index_RSF2_Car5,97,97,14
frame515_beam_index_RSF2_Car6,43,76,43
frame516_beam_index_RSF2_Car5,70,55,76
frame516_beam_index_RSF2_Car6,117,31,76
frame517_beam_index_RSF2_Car5,74,40,27
frame517_beam_index_RSF2_Car6,52,115,7
frame518_beam_index_RSF2_Car5,46,100,33
frame518_beam_index_RSF2_Car6,91,8,5
frame520_beam_index_RSF2_Car5,61,72,104
frame520_beam_index_RSF2_Car6,60,85,24
frame523_beam_index_RSF2_Car5,7,61,83
frame523_beam_index_RSF2_Car6,95,36,27
frame529_beam_index_RSF2_Car24,124,29,87
frame529_beam_index_RSF2_Car5,20,70,76
frame529_beam_index_RSF2_Car6,114,76,114
frame534_beam_index_RSF2_Car24,3,106,39
frame534_beam_index_RSF2_Car5,99,124,83
frame534_beam_index_RSF2_Car6,45,126,68
frame535_beam_index_RSF2_Car24,31,106,38
frame535_beam_index_RSF2_Car5,97,6,8
frame535_beam_index_RSF2_Car6,28,15,95
frame536_beam_index_RSF2_Car24,8,54,6
frame536_beam_index_RSF2_Car5,29,115,110
frame536_beam_index_RSF2_Car6,34,7,40
frame537_beam_index_RSF2_Car24,74,13,62
frame537_beam_index_RSF2_Car5,86,85,116
frame537_beam_index_RSF2_Car6,65,41,123
frame538_beam_index_RSF2_Car5,42,116,66
frame538_beam_index_RSF2_Car6,116,93,11
frame539_beam_index_RSF2_Car5,101,50,71
frame539_beam_index_RSF2_Car6,35,94,80
frame540_beam_index_RSF2_Car5,79,104,20
frame540_beam_index_RSF2_Car6,28,123,37
frame542_beam_index_RSF2_Car5,3,93,59
frame542_beam_index_RSF2_Car6,101,73,27
frame546_beam_index_RSF2_Car5,32,48,125
frame546_beam_index_RSF2_Car6,46,114,103
frame550_beam_index_RSF2_Car5,95,47,90
frame550_beam_index_RSF2_Car6,40,3,75
frame551_beam_index_RSF2_Car5,116,29,91
frame551_beam_index_RSF2_Car6,58,50,111
frame553_beam_index_RSF2_Car5,10,61,121
frame553_beam_index_RSF2_Car6,99,111,121
frame555_beam_index_RSF2_Car24,61,23,6
frame555_beam_index_RSF2_Car5,75,60,107
frame555_beam_index_RSF2_Car6,115,27,55
frame556_beam_index_RSF2_Car24,31,123,30
frame556_beam_index_RSF2_Car5,67,13,59
frame556_beam_index_RSF2_Car6,54,104,21
frame558_beam_index_RSF2_Car24,43,11,109
frame558_beam_index_RSF2_Car5,67,38,95
frame558_beam_index_RSF2_Car6,24,106,51
frame561_beam_index_RSF2_Car5,76,61,46
frame561_beam_index_RSF2_Car6,43,27,85
frame565_beam_index_RSF2_Car5,89,30,94
frame565_beam_index_RSF2_Car6,122,127,63
frame568_beam_index_RSF2_Car5,10,3,77
frame568_beam_index_RSF2_Car6,60,27,82
frame570_beam_index_RSF2_Car5,123,45,62
frame570_beam_index_RSF2_Car6,24,46,126
frame571_beam_index_RSF2_Car24,78,103,44
frame571_beam_index_RSF2_Car5,121,63,4
frame571_beam_index_RSF2_Car6,16,51,74
frame572_beam_index_RSF2_Car24,112,101,91
frame572_beam_index_RSF2_Car5,48,65,69
frame572_beam_index_RSF2_Car6,77,45,3
frame575_beam_index_RSF2_Car24,17,83,37
frame575_beam_index_RSF2_Car5,5,47,106
frame575_beam_index_RSF2_Car6,44,88,107
frame580_beam_index_RSF2_Car5,33,119,21
frame580_beam_index_RSF2_Car6,67,68,115
frame581_beam_index_RSF2_Car5,32,24,116
frame581_beam_index_RSF2_Car6,35,18,67
frame582_beam_index_RSF2_Car5,103,54,26
frame582_beam_index_RSF2_Car6,60,125,117
frame585_beam_index_RSF2_Car5,88,123,65
frame585_beam_index_RSF2_Car6,51,114,98
frame1076_beam_index_RSF2_Car24,60,59,76
frame1076_beam_index_RSF2_Car5,17,85,21
frame1076_beam_index_RSF2_Car6,67,108,28
frame1080_beam_index_RSF2_Car24,89,44,70
frame1080_beam_index_RSF2_Car5,62,42,94
frame1080_beam_index_RSF2_Car6,96,22,122
frame1081_beam_index_RSF2_Car24,38,14,98
frame1081_beam_index_RSF2_Car5,107,111,122
frame1081_beam_index_RSF2_Car6,26,40,54
frame1085_beam_index_RSF2_Car24,13,127,94
frame1085_beam_index_RSF2_Car5,19,42,41
frame1085_beam_index_RSF2_Car6,50,103,3
frame1087_beam_index_RSF2_Car24,31,76,15
frame1087_beam_index_RSF2_Car5,54,53,45
frame1087_beam_index_RSF2_Car6,38,104,78
frame1090_beam_index_RSF2_Car24,99,80,50
frame1090_beam_index_RSF2_Car5,24,17,18
frame1090_beam_index_RSF2_Car6,42,17,16
frame1093_beam_index_RSF2_Car24,85,88,98
frame1093_beam_index_RSF2_Car5,52,36,107
frame1093_beam_index_RSF2_Car6,91,39,81
frame1098_beam_index_RSF2_Car24,25,115,102
frame1098_beam_index_RSF2_Car5,42,126,21
frame1098_beam_index_RSF2_Car6,68,89,59
frame1099_beam_index_RSF2_Car24,124,30,57
frame1099_beam_index_RSF2_Car5,33,103,90
frame1099_beam_index_RSF2_Car6,89,53,16
frame1100_beam_index_RSF2_Car24,49,88,5
frame1100_beam_index_RSF2_Car5,118,119,106
frame1100_beam_index_RSF2_Car6,103,77,94
frame1103_beam_index_RSF2_Car24,60,71,111
frame1103_beam_index_RSF2_Car5,81,55,91
frame1103_beam_index_RSF2_Car6,35,69,42
frame1112_beam_index_RSF2_Car24,69,24,71
frame1112_beam_index_RSF2_Car5,71,118,55
frame1112_beam_index_RSF2_Car6,14,55,15
frame1113_beam_index_RSF2_Car24,5,101,4
frame1113_beam_index_RSF2_Car5,30,84,53
frame1113_beam_index_RSF2_Car6,90,73,30
frame1117_beam_index_RSF2_Car24,123,108,112
frame1117_beam_index_RSF2_Car5,86,104,105
frame1117_beam_index_RSF2_Car6,108,94,84
frame1118_beam_index_RSF2_Car24,92,61,71
frame1118_beam_index_RSF2_Car5,117,68,92
frame1118_beam_index_RSF2_Car6,55,99,97
frame1120_beam_index_RSF2_Car24,71,73,98
frame1120_beam_index_RSF2_Car5,103,42,98
frame1120_beam_index_RSF2_Car6,77,29,35
frame1122_beam_index_RSF2_Car24,45,74,94
frame1122_beam_index_RSF2_Car5,108,90,99
frame1122_beam_index_RSF2_Car6,92,29,116
frame1126_beam_index_RSF2_Car24,70,3,93
frame1126_beam_index_RSF2_Car5,57,66,119
frame1126_beam_index_RSF2_Car6,22,110,111
frame1127_beam_index_RSF2_Car24,114,27,115
frame1127_beam_index_RSF2_Car5,22,74,116
frame1127_beam_index_RSF2_Car6,113,49,83
frame1129_beam_index_RSF2_Car24,24,27,36
frame1129_beam_index_RSF2_Car5,107,17,56
frame1129_beam_index_RSF2_Car6,10,54,81
frame1132_beam_index_RSF2_Car24,108,74,74
frame1132_beam_index_RSF2_Car5,38,81,127
frame1132_beam_index_RSF2_Car6,90,90,115
frame1135_beam_index_RSF2_Car24,98,4,50
frame1135_beam_index_RSF2_Car5,91,61,21
frame1135_beam_index_RSF2_Car6,36,102,46
frame1136_beam_index_RSF2_Car24,95,71,44
frame1136_beam_index_RSF2_Car5,64,98,18
frame1136_beam_index_RSF2_Car6,88,13,13
frame1139_beam_index_RSF2_Car24,25,5,39
frame1139_beam_index_RSF2_Car5,29,108,57
frame1139_beam_index_RSF2_Car6,46,33,88
frame1141_beam_index_RSF2_Car24,10,58,25
frame1141_beam_index_RSF2_Car5,105,74,39
frame1141_beam_index_RSF2_Car6,16,60,28
frame1145_beam_index_RSF2_Car24,76,44,58
frame1145_beam_index_RSF2_Car5,32,63,115
frame1145_beam_index_RSF2_Car6,93,45,53
frame1149_beam_index_RSF2_Car24,61,50,27
frame1149_beam_index_RSF2_Car5,26,3,90
frame1149_beam_index_RSF2_Car6,39,65,35
frame1153_beam_index_RSF2_Car24,53,91,46
frame1153_beam_index_RSF2_Car5,68,83,22
frame1153_beam_index_RSF2_Car6,60,6,52
frame1155_beam_index_RSF2_Car24,73,75,86
frame1155_beam_index_RSF2_Car5,111,73,29
frame1155_beam_index_RSF2_Car6,43,122,74
frame1162_beam_index_RSF2_Car24,34,31,86
frame1162_beam_index_RSF2_Car5,46,4,2
frame1162_beam_index_RSF2_Car6,5,46,79
frame1165_beam_index_RSF2_Car24,19,38,59
frame1165_beam_index_RSF2_Car5,79,110,72
frame1165_beam_index_RSF2_Car6,20,76,68
frame1173_beam_index_RSF2_Car24,53,102,107
frame1173_beam_index_RSF2_Car5,55,118,39
frame1173_beam_index_RSF2_Car6,121,36,58
frame1176_beam_index_RSF2_Car24,15,1,95
frame1176_beam_index_RSF2_Car5,9,23,52
frame1176_beam_index_RSF2_Car6,26,104,108
frame1178_beam_index_RSF2_Car24,103,60,18
frame1178_beam_index_RSF2_Car5,97,105,103
frame1178_beam_index_RSF2_Car6,78,58,65
frame1180_beam_index_RSF2_Car24,77,116,79
